Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Carne Beach,https://www.blueflag.global/show-site?siteId=17013,,-6.3525038,52.1983741,Wexford,Carna,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Steam Museum,http://www.irishsteam.ie,353579000000,-7.143382052,53.01237283,Laois,Stradbally,Republic of Ireland,"Photography,Learning,Museums and Attraction"
Causey Farm,https://www.causey.ie,353469000000,-6.9199066,53.6662173,Meath,,Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Cooking,Cookery,Learning,Visitor Farm,Traditionally Irish,Cafe,Food and Drink,Local Produce,Restaurant,Activity Operator,Tour"
The Emigrant Trail,http://www.heritageisland.com/attractions/kennedy-homestead-and-emigrant-trail,35351388264,-6.947598722,52.39361615,Wexford,New Ross,Ireland,Museums and Attraction
 Muckish - Lúb Loch Achair,https://www.govisitdonegal.com/things-to-do/activities/muckish-lub-loch-achair,,-7.9094676,55.1233497,Donegal,Creeslough,Ireland,"Walking,Natural Landscape"
James Joyce House of the Dead,http://www.jamesjoycehouse.ie,,-6.282819,53.34629,Dublin,Dublin City Centre,Republic of Ireland,"Historic Houses and Castle,Literary Ireland"
Killruddery House & Gardens,https://killruddery.com/,35312863405,-6.102304,53.184963,Wicklow,Bray,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink"
Kinnegar Brewing,http://www.kinnegarbrewing.ie,353749000000,-7.7061354,54.9557214,Donegal,Letterkenny,Ireland,Museums and Attraction
Jerpoint Abbey,https://heritageireland.ie/places-to-visit/jerpoint-abbey/,353568000000,-7.1575182,52.5108422,Kilkenny,Thomastown,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Trinity Tree Dingle,,,-10.271003,52.141565,Kerry,Dingle,Republic of Ireland,Public Sculpture
St. Audoen's Church,http://www.heritageireland.ie/en/dublin/staudoenschurch/,+353(0)16770088,-6.273575,53.343796,Dublin,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Food Shops,Shopping,Tour"
St Josephs Church Carrickmacross,http://www.stjosephscarrickmacross.ie,353430000000,-6.715462,53.976936,Monaghan,Carrickmacross,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Shannon Dolphin and Wildlife Centre,http://www.shannondolphins.ie,353659000000,-9.4969951,52.6350948,Clare,Kilrush,Ireland,"Learning,Museums and Attraction"
Seamus Heaney: Listen Now Again,https://www.nli.ie/en/udlist/current-exhibitions.aspx?article=0ebd1d65-6087-4f38-a2a0-467de598b745,,-6.2594127,53.3450832,Dublin,Dublin City,Republic of Ireland,"Learning,Museums and Attraction,Literary Ireland"
Annaloughan Loop,http://www.irishtrails.ie/Trail/Annaloughan-loop/488/,+353(0)429352111,-6.186023506,54.03790008,Louth,Jenkinstown,Republic of Ireland,"Walking,Natural Landscape"
The Sensory Gardens,,+353(0)578731325,-7.346580271,52.91530961,Laois,Abbeyleix,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Galway Cathedral,https://www.galwaycathedral.ie,35391563577,-9.0575322,53.275144,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Keel Uphill Downhill Loop,http://irishtrails.ie/Trail/Keel-Uphill-Downhill-Loop-Walk/666/,,-9.756397046,52.17636808,Kerry,Castlemaine,Ireland,"Walking,Natural Landscape"
Killeshin Romanesque Doorway,,353599000000,-6.997807671,52.84793949,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Loop Head Alpacas,https://www.loopheadalpacas.ie/,353838000000,-9.6550853,52.6435262,Clare,,Ireland,"Agriculture,Nature and Wildlife,Craft,Shopping,Learning,Visitor Farm,Activity Operator,Food Shops"
Ballymalis Castle,https://www.inspirock.com/ireland/killarney/ballymalis-castle-a58204201,353647000000,-9.6924377,52.0845424,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Croagh Patrick,http://www.croagh-patrick.com,3539864114,-9.6597913,53.7599117,Mayo,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Natural Landscape"
Derreen Gardens,http://www.derreengarden.com,353647000000,-9.7770789,51.7662402,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Gardens,Garden,Cafe,Food and Drink"
Howth Castle Cookery School,https://howthcastlecookeryschool.ie/,+353(0)18396182,-6.079401,53.386105,Dublin,Howth,Republic of Ireland,"Cooking,Cookery,Learning,Activity Operator,Castle,Historic Houses and Castle,Local Produce,Food and Drink,Restaurant"
Sam Maguire Visitor Experience,http://fanlobbus.ie/Sam-Maguire.htm,353872000000,-9.1103992,51.7221879,Cork,Dunmanway,Ireland,"Gaa,Learning,Activity Operator,Museums and Attraction"
Market House Design,https://www.craftinireland.com/events/details/market-house-design,353949000000,-6.2948238,52.6756109,Wexford,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Tombrick Garden,https://www.discoverireland.ie/Arts-Culture-Heritage/tombrick-garden/76568,353539000000,-6.569058713,52.5809255,Wexford,Ballycarney,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Grange Loops - Rooskey Loop,http://www.irishtrails.ie/trails.aspx?c=Louth,,-6.188670914,54.04287039,Louth,Grange,Ireland,"Walking,Natural Landscape"
Architectural History Ireland,https://www.riai.ie/discover-architecture/architecture-tours,+353(0)16761703 ,-6.2473358,53.3399625,Dublin,,Ireland,"Walking,Activity Operator,Historic Houses and Castle,Tour"
Coleman Irish Music Centre - Ceoláras Coleman,http://www.colemanirishmusic.com,+353(0)719182599,-8.522950374,53.99621266,Sligo,Gurteen,Republic of Ireland,"Covid Safety Charter,Museums and Attraction,Shopping,Traditionally Irish,Venue,Music,Food Shops"
Oldbawn (Newtown) Beach,,,-6.2006641,52.5530469,,,Ireland,Beach
Rinn Duin - Warren Point Loop,https://www.sportireland.ie/outdoors/walking/trails/rinn-duin-warren-point-loop?county=53&grade=402&length=All#list,353907000000,-7.996944291,53.54103449,Roscommon,,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Ruins"
Tullynally Castle Gardens,http://www.tullynallycastle.ie,353450000000,-7.326727593,53.6832183,Westmeath,Castlepollard,Republic of Ireland,"Covid Safety Charter,Walking,Gardens,Garden,Cafe,Food and Drink"
Dunree Head,,,-7.5532803,55.196704,Donegal,Buncrana,Ireland,Discovery Point
Long Island Discovery Points,,,-9.5685117,51.4921855,Cork,Long Island,Ireland,Discovery Point
St. Mary's Pro Cathedral,http://www.procathedral.ie,+353(0)18745441,-6.258885,53.351138,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music,Food Shops,Shopping"
Famine Warhouse 1848,http://heritageireland.ie/visit/places-to-visit/famine-warhouse-1848/,353879000000,-7.5222099,52.6193986,Tipperary,Ballingarry,Ireland,"Historic Houses and Castle,Museums and Attraction"
Iveagh Gardens,http://www.heritageireland.ie/en/dublin/theiveaghgardens/,+353(0)14757816,-6.260770423,53.33553161,Dublin,,Republic of Ireland,"Photography,Learning,Walking,Gardens,Garden,Public Park,Nature and Wildlife"
Kerr's Bookshop,http://www.kerrsbookshop.ie,353239000000,-8.8869602,51.6232219,Cork,Clonakilty,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Food Shops"
Rare and Recent Books,https://www.rareandrecent.com/,353852000000,-9.286348,53.5413688,Mayo,,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Food Shops"
Carlingford Brewing Company,http://www.carlingfordbrewing.ie,353833000000,-6.221802,53.994002,Louth,Riverstown,Ireland,"Restaurant,Activity Operator,Museums and Attraction,Food and Drink,Tour"
Portmarnock Beach,http://blueflagireland.org/velvet-strand-portmarnock-co-dublin/beach-description.654.html,,-6.123452332,53.42560582,Dublin,Portmarnock,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
The Russell Gallery,http://www.russellgallery.net,353657000000,-9.08283,53.15452,Clare,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Garrettstown Beach ,https://www.blueflag.global/show-site?siteId=6649,353215000000,-8.5810079,51.6441536,Cork,,Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
St. Fethlimidh’s Cathedral,https://kilmorecathedralcavan.wordpress.com/,353494000000,-7.414743377,53.97973685,Cavan,Kilmore,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Annestown Beach ,,35351875823,-7.2727997,52.1391984,,,Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Tropical World,https://tropicalworld.ie,353749000000,-7.6942623,54.9662137,Donegal,Letterkenny,Ireland,"Bird Watching,Nature and Wildlife,Shopping,Zoos and Aquarium,Cafe,Food and Drink,Food Shops"
Blackrock Promenade,https://www.visitblackrock.ie/places-of-interest,353872000000,-6.3660316,53.9630012,Louth,Blackrock,Ireland,"Restaurant,Shopping,Shopping Centres and Department Store,Walking,Beach,Public Sculpture,Venue,Music,Cafe,Food and Drink,Pubs and Bar"
Culleton’s Gap Beach ,,,-6.365338225,52.3718065,Wexford,Curracloe,Ireland,Beach
Clahane,,,-9.423185,52.9326516,Clare,Liscannor,Ireland,Discovery Point
Ballinamuck Bog Loop,http://www.irishtrails.ie/Trail/Ballinamuck---Bog-Walk/139/,,-7.717482949,53.86680946,Longford,Ballinamuck,Ireland,"Walking,Natural Landscape"
Slea Head Famine Cottages and Sheep Dog Trials,http://www.famine-cottage.com,353878000000,-10.4120564,52.1054048,Kerry,Fahan,Ireland,"Agriculture,Nature and Wildlife,Tracing Your Ancestors,Historic Houses and Castle,Visitor Farm,Activity Operator"
Patrickstown Viewing Point,,,-7.085113,53.74976,Meath,Oldcastle,Ireland,Natural Landscape
Dublin Falconry,https://www.dublinfalconry.ie/,+353(0)876341574,-6.4222378,53.3794206,Dublin,Castleknock,Ireland,"Falconry,Nature and Wildlife,Learning,Activity Operator,Castle,Historic Houses and Castle,Cafe,Food and Drink"
Ballynacourty Gardens,https://www.limerick.ie/discover/eat-see-do/nature-wildlife/gardens/ballynacourty-gardens,35361396409,-8.935327,52.643399,Limerick,Ballysteen,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Michael Collins Centre,http://www.michaelcollinscentre.com,353239000000,-8.821391,51.6431607,Cork,Clonakilty,Ireland,"Covid Safety Charter,Learning,Museums and Attraction,Tour"
Bog of Frogs Trail,https://visithowth.ie/the-bog-of-frogs-trail/,35318323347,-6.066380923,53.38800343,Dublin,Howth,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Marina,Venue,Natural Landscape"
Dublin City Hall,http://www.dublincityhall.ie,+353(0)12222204,-6.267149169,53.34392243,Dublin,,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink"
Cross Strand Beach,http://www.cleancoastsireland.org/,,-9.909850128,53.71633236,Mayo,Louisburgh,Ireland,"Surfing,Activity Operator,Beach"
Elphin Windmill,http://www.elphinwindmill.blogspot.ie,353834000000,-8.196935564,53.85219161,Roscommon,Elphin,Ireland,Museums and Attraction
Kenmare River View,,,-9.9850622,51.725184,Cork,Ardgroom,Ireland,Discovery Point
Yeats: The Life and Works of William Butler Yeats,http://www.nli.ie/yeats,+353(0)16030277,-6.254641,53.341081,Dublin,Dublin City,Republic of Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink,Food Shops,Shopping"
Gortavoher,https://www.coillte.ie/site/gortavoher/,+353(0)61337322,-8.159114741,52.47418845,Tipperary,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Mount Juliet Garden,http://www.mountjuliet.ie,353568000000,-7.1917356,52.5263389,Kilkenny,Thomastown,Ireland,"Walking,Gardens,Garden"
Tech Amergin,http://www.techamergin.com,353669000000,-10.172331,51.829585,Kerry,Waterville,Ireland,"Craft,Shopping,Learning,Movies,Cinema,Venue,Art Gallery"
The Model,http://www.themodel.ie,353719000000,-8.4684396,54.2728315,Sligo,,Ireland,"Restaurant,Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Cafe,Food and Drink"
The Main Guard,https://www.heritageireland.ie/en/south-east/themainguard/,353526000000,-7.7014361,52.3529682,Tipperary,Oldbridge,Ireland,"Historic Houses and Castle,Museums and Attraction,Tour"
Murrooghtoohy,,,-9.2761731,53.140459,Clare,Fanore,Ireland,Discovery Point
Vandeleur Walled Gardens,http://www.vandeleurwalledgarden.ie,353659000000,-9.4763922,52.6314292,Clare,Kilrush,Ireland,"Covid Safety Charter,Walking,Gardens,Garden,Cafe,Food and Drink"
Leprechaun and Fairy Cavern,http://www.thelastleprechaunsofireland.com/the-leprechaun-cavern,353429000000,-6.177470009,54.04140882,Louth,Carlingford,Ireland,"Learning,Museums and Attraction,Venue,Comedy,Tour"
Dalkey Castle & Heritage Centre,https://www.dalkeycastle.com,35312858366,-6.1055397,53.2779072,Dublin,Dalkey,Ireland,"Covid Safety Charter,Historic Houses and Castle,Castle,Museums and Attraction,Literary Ireland,Food Shops,Shopping,Tour"
The Skellig Experience,http://www.skelligexperience.com,353669000000,-10.3675198,51.8899083,Kerry,,Ireland,"Covid Safety Charter,Cruising,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Boat,Tour,Food Shops,Shopping"
Our Lady's Island Monastery,http://www.ourladysisland.ie,353539000000,-6.381269,52.210738,Wexford,Rosslare,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Cafe,Food and Drink"
Cill Mhuirbhigh Beach ,https://www.blueflag.global/show-site?siteId=6671,,-9.75011185,53.13084983,Galway,,Ireland,Beach
Vinegar Hill,http://www.vinegarhill.ie,353539000000,-6.5535099,52.5018788,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Natural Landscape,Ruins"
St. Kilians Heritage Centre,http://www.stkiliansheritagecentre.ie,353469000000,-6.9569857,53.8126897,Cavan,Mullagh,Ireland,"Museums and Attraction,Shopping,Cafe,Food and Drink,Tour"
Ballybunion Cliff Walk,http://www.irishtrails.ie/Trail/Ballybunion-Loops---Cliff-Walk/604/,+353(0)667121288,-9.671728047,52.52351087,Kerry,Ballybunion,Republic of Ireland,"Walking,Beach,Natural Landscape"
Horn Head,,,-7.9588786,55.212163,Donegal,Dunfanaghy,Ireland,Discovery Point
Com an Chiste (Coomakista),,,-10.167109,51.776386,Kerry,Caherdaniel,Ireland,Discovery Point
Windgap Village Loop,http://facebook.com/windgap.tidytowns,+353(0)874186077,-7.398741817,52.46414155,Kilkenny,Windgap,Ireland,"Walking,Natural Landscape"
Kilbaha Gallery,http://kilbahagallery.com,353659000000,-9.8748001,52.5679,Clare,Kilbaha,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Arthur Griffith,,,-6.254252,53.340122,Dublin,,Republic of Ireland,Public Sculpture
Dunmore East Beach ,https://www.blueflag.global/show-site?siteId=6630,35351875823,-6.997545776,52.15090985,Waterford,Dunmore,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Kyrie Eleison Abbey,http://homepage.tinet.ie/~abbeydorney/Kyrieeleisonpictures.html,,-9.6871592,52.3534185,Kerry,Abbeydorney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Coomanaspic,,,-10.367267,51.85617,Kerry,Portmagee,Ireland,Discovery Point
126 Artist-Run Gallery,https://126gallery.com/,,-9.0494491,53.2772719,Galway,,Ireland,"Craft,Shopping,Art Gallery"
The Abbey Of Mount Saint Joseph,http://www.msjroscrea.ie/,35350525600,-7.855698,52.963705,Tipperary,Roscrea,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Camolin Potting Shed Garden,https://www.camolinpottingshed.com/,353866000000,-6.4604758,52.6148075,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Gleninagh Castle,,,-9.205829,53.1377228,Clare,,Ireland,"Castle,Historic Houses and Castle"
Sherkin Island Discovery Point,,,-9.417292775,51.46654718,Cork,,Ireland,Discovery Point
Rinn Duin Castle Loop,https://www.sportireland.ie/outdoors/walking/trails/rinn-duin-castle-loop?county=53&grade=402&length=All#list,+353(0)906630252,-8.00432573,53.54419666,Roscommon,,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Ruins"
Nano Nagle Place,http://nanonagleplace.ie,353214000000,-8.4733082,51.8937921,Cork,Cork City,Ireland,"Covid Safety Charter,Craft,Shopping,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
Croagh Patrick View,,,-9.6370001,53.7793497,Mayo,Carrowkeel,Ireland,"Walking,Discovery Point,Food and Drink,Pubs and Bar"
Castledermot Round Tower & High Cross & St. Davids Graveyard,http://www.kildare.ie/heritage/Grose-Antiquities-1792/castledermot-church-and-round-tower.asp,,-6.834859,52.9103756,Kildare,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
"St Peter's Roman Catholic Church, Drogheda",http://www.saintpetersdrogheda.ie,353420000000,-6.3533726,53.7150105,Louth,Drogheda,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilkenny Famine Experience,https://kilkennyfamineexperience.com,353568000000,-7.244462,52.6552401,Kilkenny,,Ireland,"Covid Safety Charter,Museums and Attraction,Tour"
Medieval Mile Museum,https://www.medievalmilemuseum.ie,353568000000,-7.2523485,52.6516126,Kilkenny,,Ireland,"Covid Safety Charter,Historic Houses and Castle,Museums and Attraction,Tour"
Skibbereen Heritage Centre,https://skibbheritage.com/,3532840900,-9.27190427,51.55087443,Cork,Skibbereen,Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Food Shops,Shopping"
Cathedral of St. Mary & St. Anne,http://www.corkcathedral.ie,353214000000,-8.4764204,51.9046783,Cork,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink"
MART Gallery,http://www.instagram.com/mart.gallery.studios,+353(0)15159692,-6.2649042,53.3265167,Dublin,Rathmines,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Art Gallery,Food Shops"
Charleville Castle,http://www.charlevillecastle.ie,353579000000,-7.5279202,53.260464,Offaly,Tullamore,Ireland,"Historic Houses and Castle,Castle"
Fenit Beach ,https://www.blueflag.global/show-site?siteId=6647,353667000000,-9.8576838,52.277572,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Sailing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Embarkation Point,Marina,Natural Landscape,Public Sculpture"
Downings Beach ,https://www.blueflag.global/show-site?siteId=6581,,-7.8361567,55.1931657,,,Ireland,Beach
